measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Russian Federation,Female,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2018,28.62114279742637,30.986136817501357,26.43187244810324
Deaths,Russian Federation,Male,All ages,Injuries,Rate,2018,157.0020523476485,176.27145714734235,139.02750497546907
Deaths,Russian Federation,Female,All ages,Injuries,Rate,2018,42.88617034066308,48.41103060151746,37.768066915549696
Deaths,Russian Federation,Male,All ages,Total cancers,Rate,2018,223.00231703621674,251.4620603961406,196.94829646365224
Deaths,Russian Federation,Female,All ages,Total cancers,Rate,2018,176.92968462510996,197.96791358560236,156.5546118883266
Deaths,Russian Federation,Male,All ages,Total cancers,Rate,2019,227.33488540283437,271.3594607668724,187.07114555871306
Deaths,Russian Federation,Female,All ages,Total cancers,Rate,2019,179.56459183645856,212.94602805197317,150.045157136953
Deaths,Russian Federation,Male,All ages,Injuries,Rate,2019,156.40550382087434,188.19256670366343,129.83769143159765
Deaths,Russian Federation,Female,All ages,Injuries,Rate,2019,42.709800207794295,51.26255745367959,34.96407142052167
Deaths,Russian Federation,Male,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,66.75623137494405,75.12743632507592,58.99414197683997
Deaths,Russian Federation,Female,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,28.167362426247877,31.752214536444534,24.885670117806963
Deaths,Russian Federation,Male,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2017,69.04101756424808,70.63177145674024,67.02556070635984
Deaths,Russian Federation,Female,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2017,29.032431869909555,29.78071372508717,27.983406039930536
Deaths,Russian Federation,Male,All ages,Injuries,Rate,2017,155.11207132123047,160.08444680523812,152.17177488879796
Deaths,Russian Federation,Female,All ages,Injuries,Rate,2017,42.589835078580556,44.322330805053326,41.325061525244465
Deaths,Russian Federation,Male,All ages,Non-communicable diseases,Rate,2019,1066.7886310159827,1256.3254480196222,893.599592099033
Deaths,Russian Federation,Female,All ages,Non-communicable diseases,Rate,2019,1086.0529718289147,1253.2675576366896,935.9815661926975
